file,key,language,path,state,value,source_value,comment
Localizable,game.bubblesCollected %lld,bn,plural.one,new,%lldটি ঝিনুক সংগ্রহ করা হয়েছে,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,bn,plural.other,new,%lldটি ঝিনুক সংগ্রহ করা হয়েছে,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,bo,plural.one,new,ཉ་ཕྱིས་ %lld བསྡུས་ཟིན།,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,bo,plural.other,new,ཉ་ཕྱིས་ %lld བསྡུས་ཟིན།,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,bs,plural.one,new,Prikupljena %lld školjka,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,bs,plural.other,new,Prikupljeno %lld školjki,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ca,plural.one,new,%lld petxina recollida,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ca,plural.other,new,%lld petxines recollides,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,cs,plural.one,new,Sebrána %lld mušle,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,cs,plural.other,new,Sebráno %lld mušlí,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,cy,plural.one,new,%lld gragen wedi’i chasglu,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,cy,plural.other,new,%lld cregyn wedi’u casglu,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,da,plural.one,new,%lld musling samlet,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,da,plural.other,new,%lld muslinger samlet,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,de,plural.one,new,%lld Muschel gesammelt,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,de,plural.other,new,%lld Muscheln gesammelt,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,el,plural.one,new,Συλλέχθηκε %lld κοχύλι,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,el,plural.other,new,Συλλέχθηκαν %lld κοχύλια,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,es,plural.one,new,%lld concha recogida,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,es,plural.other,new,%lld conchas recogidas,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,et,plural.one,new,Kogutud %lld merekarp,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,et,plural.other,new,Kogutud %lld merekarpi,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,eu,plural.one,new,%lld maskor bildu da,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,eu,plural.other,new,%lld maskor bildu dira,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,fa,plural.one,new,%lld صدف جمع شد,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,fa,plural.other,new,%lld صدف جمع شد,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,fi,plural.one,new,Kerätty %lld simpukka,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,fi,plural.other,new,Kerätty %lld simpukkaa,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,fo,plural.one,new,%lld skel savnað,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,fo,plural.other,new,%lld skel savnað,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,fr,plural.one,new,%lld coquillage ramassé,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,fr,plural.other,new,%lld coquillages ramassés,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ga,plural.one,new,%lld bhlaosc bailithe,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ga,plural.other,new,%lld blaosc bailithe,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,gl,plural.one,new,%lld cuncha recollida,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,gl,plural.other,new,%lld cunchas recollidas,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,gu,plural.one,new,%lld છીપ ભેગી કરી,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,gu,plural.other,new,%lld છીપો ભેગી કરી,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,he,plural.one,new,נאספה %lld צדפה,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,he,plural.other,new,נאספו %lld צדפות,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,hi,plural.one,new,%lld सीपी इकट्ठी की,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,hi,plural.other,new,%lld सीपियाँ इकट्ठी कीं,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,hr,plural.one,new,Prikupljena %lld školjka,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,hr,plural.other,new,Prikupljeno %lld školjki,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,hu,plural.one,new,%lld kagyló összegyűjtve,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,hu,plural.other,new,%lld kagyló összegyűjtve,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,hy,plural.one,new,Հավաքվել է %lld խեցի,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,hy,plural.other,new,Հավաքվել է %lld խեցի,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,id,plural.one,new,%lld kerang terkumpul,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,id,plural.other,new,%lld kerang terkumpul,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,is,plural.one,new,%lld skel safnað,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,is,plural.other,new,%lld skeljum safnað,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,it,plural.one,new,%lld conchiglia raccolta,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,it,plural.other,new,%lld conchiglie raccolte,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ja,plural.one,new,貝がらを%lld個集めた,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ja,plural.other,new,貝がらを%lld個集めた,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ka,plural.one,new,შეგროვდა %lld ნიჟარა,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ka,plural.other,new,შეგროვდა %lld ნიჟარა,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,kk,plural.one,new,%lld бақалшақ жиналды,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,kk,plural.other,new,%lld бақалшақ жиналды,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,km,plural.one,new,ប្រមូលបានសំបកខ្យង %lld,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,km,plural.other,new,ប្រមូលបានសំបកខ្យង %lld,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,kn,plural.one,new,%lld ಚಿಪ್ಪು ಸಂಗ್ರಹಿಸಲಾಗಿದೆ,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,kn,plural.other,new,%lld ಚಿಪ್ಪುಗಳು ಸಂಗ್ರಹಿಸಲಾಗಿದೆ,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ko,plural.one,new,조개껍데기 %lld개를 모았어요,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ko,plural.other,new,조개껍데기 %lld개를 모았어요,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,lo,plural.one,new,ເກັບເປືອກຫອຍໄດ້ %lld,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,lo,plural.other,new,ເກັບເປືອກຫອຍໄດ້ %lld,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,lt,plural.one,new,Surinkta %lld kriauklė,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,lt,plural.other,new,Surinkta %lld kriauklių,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,lv,plural.one,new,Savākts %lld gliemežvāks,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,lv,plural.other,new,Savākti %lld gliemežvāki,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,mk,plural.one,new,Собрана %lld школка,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,mk,plural.other,new,Собрани %lld школки,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ml,plural.one,new,%lld ചിപ്പി ശേഖരിച്ചു,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ml,plural.other,new,%lld ചിപ്പികൾ ശേഖരിച്ചു,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,mn,plural.one,new,%lld хясаа цуглууллаа,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,mn,plural.other,new,%lld хясаа цуглууллаа,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,mr,plural.one,new,%lld शिंपला गोळा केला,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,mr,plural.other,new,%lld शिंपले गोळा केली,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ms,plural.one,new,%lld cangkerang dikumpul,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ms,plural.other,new,%lld cangkerang dikumpul,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,my,plural.one,new,ခရုခွံ %lld ခု စုဆောင်းပြီး,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,my,plural.other,new,ခရုခွံ %lld ခု စုဆောင်းပြီး,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,nb,plural.one,new,%lld skjell samlet,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,nb,plural.other,new,%lld skjell samlet,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ne,plural.one,new,%lld सिपी सङ्कलन भयो,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ne,plural.other,new,%lld सिपीहरू सङ्कलन भए,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,or,plural.one,new,%lldଟି ଶାମୁକା ଖୋଳ ସଂଗ୍ରହ ହେଲା,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,or,plural.other,new,%lldଟି ଶାମୁକା ଖୋଳ ସଂଗ୍ରହ ହେଲା,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,pa,plural.one,new,%lld ਸੀਪੀ ਇਕੱਠੀ ਕੀਤੀ,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,pa,plural.other,new,%lld ਸੀਪੀਆਂ ਇਕੱਠੀਆਂ ਕੀਤੀਆਂ,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,pl,plural.one,new,Zebrano %lld muszlę,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,pl,plural.other,new,Zebrano %lld muszli,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,pt,plural.one,new,%lld concha apanhada,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,pt,plural.other,new,%lld conchas apanhadas,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ro,plural.one,new,%lld scoică adunată,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ro,plural.other,new,%lld scoici adunate,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ru,plural.one,new,Собрана %lld ракушка,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ru,plural.other,new,Собрано %lld ракушек,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,si,plural.one,new,සිප්පි කටුව %lldක් එකතු කළා,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,si,plural.other,new,සිප්පි කටු %lldක් එකතු කළා,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,sk,plural.one,new,Zozbieraná %lld mušľa,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,sk,plural.other,new,Zozbieraných %lld mušlí,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,sl,plural.one,new,Zbrana %lld školjka,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,sl,plural.other,new,Zbranih %lld školjk,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,sq,plural.one,new,U mblodh %lld guaskë,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,sq,plural.other,new,U mblodhën %lld guaska,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,sr,plural.one,new,Сакупљена %lld шкољка,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,sr,plural.other,new,Сакупљено %lld шкољки,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,sv,plural.one,new,%lld snäcka samlad,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,sv,plural.other,new,%lld snäckor samlade,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,sw,plural.one,new,Gamba %lld limekusanywa,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,sw,plural.other,new,Magamba %lld yamekusanywa,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ta,plural.one,new,%lld சிப்பி சேகரிக்கப்பட்டது,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ta,plural.other,new,%lld சிப்பிகள் சேகரிக்கப்பட்டன,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,te,plural.one,new,%lld గవ్వ సేకరించబడింది,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,te,plural.other,new,%lld గవ్వలు సేకరించబడ్డాయి,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,th,plural.one,new,เก็บเปลือกหอยได้ %lld ชิ้น,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,th,plural.other,new,เก็บเปลือกหอยได้ %lld ชิ้น,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,tr,plural.one,new,%lld deniz kabuğu toplandı,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,tr,plural.other,new,%lld deniz kabuğu toplandı,%lld shells collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
Localizable,game.bubblesCollected %lld,ug,plural.one,new,%lld دېڭىز قېپى يىغىلدى,%lld shell collected,"VoiceOver label for the running shell total, on the home screen header and the in-game counter. Shells are the game's collectible; the total only ever grows."
